Project,Version,S-WordCount,S-LineCount,S-Density,S-ParaCount,S-FunCalls,S-VarCount,S-RepWords,S-ComPer,S-MaxDepth,S-BlockCount,S-CycCom,D-AvgD,D-AvgInD,D-AvgOutD,D-FaultyD,D-FaultyInD,D-FaultyOutD,D-DiDiameter,D-UndiDiameter,D-Avg-Closeness,D-AvgInCloseness,D-AvgOutCloseness,D-FaultyCloseness,D-WeiEdgeSum,D-#AboveAvgD,D-#AboveAvgInD,D-#AboveAvgOutD,D-#DiCircles,D-#WeakGroups,T-#T,T-#PT,T-#FT,T-%PT,T-%FT,T-#E,T-#VE,T-#NVE,T-#V,T-Spa,T-Cov,T-CovPT,T-CovFT,T-AvgVE,T-AvgVEPT,T-AvgVEFT,T-#VEP^FT,T-%VEP^FT,B-RepairActions,B-RepairPatterns,B-RepairTools,B-Files,B-Methods,B-Classes,B-LinesAdd,B-LinesRem,B-LinesMod,B-SizeInLines,B-Chunks,B-SpreadAllLines,B-SpreadCodeOnly,L-Rank,L-10,L-5-10,L-5,L-1,L-Inverse,L-3,L-4
Closure,126,32.0033524425769,9.14403795911091,3.65945030423576,1.35272505949538,4.10760896718238,1.10697655841554,4.20140380501519,0.219590462604082,1.63842574092852,2.3813754652645,3.65450574309173,3.724,1.862,1.862,24,2,22,38,18,0.1157,0.0009,0.0014,0.1474,1.862,336,343,384,64,3,317,315,2,0.9937,0.0063,3749,2404,1345,273746,0.2303,0.6412,0.638,0.1728,863.5521,865.1079,618.5,636,0.2646,4,1,5,1,1,1,0,4,0,4,1,0,0,30,2,3,2,2,0.033333333333333,2,2
Closure,127,31.9990346384396,9.14414970055839,3.65942064790776,1.35264483486642,4.10784964106926,1.10721723230242,4.20118318728555,0.219616327461211,1.63844579708576,2.38125512832106,3.65450574309174,3.8589,1.9294,1.9294,12,1,11,34,17,0.1179,0.0008,0.0013,0.1447,1.9294,390,383,446,89,3,332,326,6,0.9819,0.0181,3812,2502,1310,291020,0.2299,0.6563,0.6532,0.1962,876.5663,879.8712,697,736,0.2942,5,3,2,1,2,1,9,0,1,10,2,6,5,32,2,3,2,2,0.03125,2,2
Closure,128,32.027447748198,9.14872987448684,3.65749609861219,1.35292201908631,4.10363916314658,1.10714896521308,4.20150576414876,0.21950268396619,1.63685227382337,2.37558872286252,3.65518064537099,2.8951,1.4476,1.4476,1,1,0,33,19,0.1276,0.0018,0.0023,0.1182,1.4476,231,121,167,21,1,4274,4273,1,0.9998,0.0002,3085,2339,746,2189778,0.1661,0.7582,0.7582,0.0911,512.3486,512.4028,281,281,0.1201,3,2,0,1,1,1,3,0,1,4,2,6,6,3,1,1,1,2,0.333333333333333,1,1
Closure,129,32.026193567596,9.14817246088596,3.65760842592545,1.35292201908631,4.10336045634613,1.10714896521308,4.20108770394809,0.219508792922433,1.63685227382337,2.3754493694623,3.65504129197077,3.2625,1.6313,1.6313,6,1,5,32,18,0.1008,0.001,0.0012,0.1171,1.6313,268,278,304,54,4,6773,6772,1,0.9999,0.0001,5434,4482,952,5501918,0.1495,0.8248,0.8248,0.2904,812.331,812.218,1578,1578,0.3521,3,0,2,1,1,1,3,0,0,3,1,0,0,354,2,3,2,2,0.002824858757062,2,2
Closure,130,32.0946239369537,9.16952517292598,3.65645281808621,1.35379419141456,4.0994464075989,1.11078871020514,4.20149991113303,0.220671075094958,1.6372216310142,2.37791923092301,3.67845466680619,3.5846,1.7923,1.7923,7,1,6,34,19,0.1335,0.0008,0.0012,0.16,1.7923,381,397,421,55,2,577,576,1,0.9983,0.0017,4320,2832,1488,548856,0.2202,0.6556,0.6528,0.1935,951.2236,951.4236,836,824,0.291,1,2,2,1,1,1,0,0,1,1,1,0,0,55,2,3,2,2,0.018181818181818,2,2
Closure,131,32.0849795728789,9.16952517292598,3.65552354337253,1.35379419141455,4.09552838469353,1.11078871020514,4.20059575200103,0.220671626736007,1.6372216310142,2.37791923092301,3.67694773491952,3.4038,1.7019,1.7019,2,2,0,35,18,0.1295,0.0011,0.0016,0.1459,1.7019,265,284,309,41,2,2987,2985,2,0.9993,0.0007,3726,2717,1009,2025360,0.182,0.7292,0.7292,0.1562,678.0583,678.1417,553.5,582,0.2142,2,2,2,1,1,1,1,0,1,2,2,5,4,12,2,3,2,2,0.083333333333333,2,2
Closure,132,32.0837675966006,9.1668563189038,3.65650418438419,1.35380722792208,4.0957073250515,1.1105275211424,4.20058734589392,0.220777840064423,1.63661397776407,2.37628465344115,3.67644021809553,3.5688,1.7844,1.7844,23,1,22,34,18,0.1296,0.001,0.0014,0.1679,1.7844,303,315,355,68,2,396,395,1,0.9975,0.0025,3828,2486,1342,321446,0.2121,0.6494,0.6476,0.1625,811.7323,812.2127,622,615,0.2474,2,2,2,1,1,1,2,0,1,3,1,0,0,22,2,3,2,2,0.045454545454546,2,2
Closure,133,32.0849961270934,9.16749739406309,3.65699323243004,1.35401302457421,4.09633960967363,1.11083632751476,4.20102795830664,0.220774795437746,1.63642273317515,2.37597974993487,3.67685286004246,2.6335,1.3168,1.3168,2,1,1,15,18,0.1729,0.0065,0.0093,0.1697,1.3168,54,37,35,5,1,5494,5493,1,0.9998,0.0002,1507,1261,246,2273564,0.2746,0.8368,0.8368,0.1904,413.8267,413.8498,287,287,0.2276,1,1,3,1,1,1,1,0,0,1,1,0,0,16,2,3,2,2,0.0625,2,2
Lang,1,21.6931791691017,5.94641985723149,3.99509068325973,1.36710229468937,2.45891662918177,0.694651754736181,3.07641460137927,0.68940691066083,1.66562455552437,2.33398790672976,2.98151033569912,1.5,0.75,0.75,3,1,2,2,2,0.7,0.3601,0.4,1,0.75,1,3,2,0,1,80,79,1,0.9875,0.0125,234,50,184,184,0.0098,0.2137,0.2137,0.0128,2.3,2.2911,3,3,0.06,6,3,0,1,1,1,9,0,2,11,3,3,3,2,1,1,1,2,0.5,1,1
Lang,2,21.6683904805554,5.94347375616977,3.99290441707353,1.36642722718262,2.45340962686864,0.695170354983302,3.07383289159538,0.689474961544812,1.66539953302212,2.33426793473255,2.98102714221849,1,0.5,0.5,1,1,0,1,1,1,0.75,0.75,1,0.5,0,1,1,0,1,15,14,1,0.9333,0.0667,10,9,1,46,0.3067,0.9,0.9,0.3,3.0667,3.0714,3,3,0.3333,4,1,0,1,1,1,3,0,0,3,1,0,0,1,1,1,1,1,1,1,1
Lang,3,21.6614323701481,5.94218488504663,3.99388926451834,1.36620173879527,2.45315339006484,0.695457340203563,3.07363815162449,0.68943250848514,1.66509204885755,2.33357865773032,2.97955634296465,1.6,0.8,0.8,4,1,3,2,2,0.6571,0.2746,0.3343,1,0.8,1,4,2,0,1,79,78,1,0.9873,0.0127,234,50,184,179,0.0097,0.2137,0.2137,0.0171,2.2658,2.2436,4,4,0.08,1,2,0,1,1,1,4,0,0,4,4,12,11,2,1,1,1,2,0.5,1,1
Lang,4,21.6925278520341,5.96054779276597,3.98335436410604,1.36139268646146,2.4462171837714,0.698256727285129,3.08198689190393,0.692186230926506,1.66885099618086,2.33907027832095,2.99105965919489,1.5,0.75,0.75,1.5,1,0.5,2,3,0.625,0.3363,0.3958,0.625,0.75,2,3,2,0,1,31,30,1,0.9677,0.0323,9,9,0,130,0.4659,1,1,0.3333,4.1935,4.2333,3,3,0.3333,5,1,0,1,1,1,0,0,4,4,4,43,27,1,1,1,1,1,1,1,1
Lang,5,21.0905251329502,5.91838300100941,3.9425771805255,1.36196631268211,2.43373421446793,0.689518682090362,3.07038601110151,0.691680178914272,1.66494687060739,2.32649765058118,2.9658689256255,1.3333,0.6667,0.6667,1,1,0,2,2,0.7778,0.5,0.5,0.6667,0.6667,1,2,2,0,1,14,13,1,0.9286,0.0714,10,9,1,43,0.3071,0.9,0.9,0.3,3.0714,3.0769,3,3,0.3333,6,3,0,1,1,1,21,0,0,21,2,31,31,1,1,1,1,1,1,1,1
Lang,6,21.2590324452622,5.96802060791893,3.92885673653271,1.35948302079293,2.44571119837182,0.694724992570215,3.09027495183239,0.691918349601804,1.67424270985113,2.34131179892964,3.00521495411257,1.6667,0.8333,0.8333,2,1,1,5,5,0.4478,0.2547,0.2547,0.5556,0.8333,4,5,5,0,1,131,130,1,0.9924,0.0076,460,168,292,561,0.0093,0.3652,0.3652,0.0674,4.2824,4.0769,31,31,0.1845,2,3,3,1,1,1,0,0,1,1,1,0,0,9,1,2,2,2,0.111111111111111,2,2
Lang,7,21.2915102821417,5.9729097923161,3.92998935846843,1.35961156689222,2.44196563099593,0.693483857818443,3.09177317878275,0.691776727768649,1.67427817084404,2.34537208261758,3.01400928035371,2.1333,1.0667,1.0667,6.5,1.5,5,3,5,0.4622,0.08,0.1173,0.6222,1.0667,2,2,2,0,1,74,73,1,0.9865,0.0135,248,60,188,145,0.0079,0.2419,0.2419,0.0887,1.9595,1.6849,22,22,0.3667,6,2,4,1,2,1,3,3,0,6,3,270,167,2,1,1,1,2,0.5,1,1
Lang,8,20.8072862611068,5.83386166451841,3.92912588170225,1.33384038339476,2.45086532311234,0.672675853991923,3.03819697397929,0.69210223372837,1.66943534379658,2.31331517442226,2.86566775063026,2.1695,1.0847,1.0847,2,1,1,9,14,0.164,0.0195,0.0244,0.1839,1.0847,15,5,15,1,1,101,99,2,0.9802,0.0198,165,145,20,3072,0.1843,0.8788,0.8667,0.3758,30.4158,29.8485,58.5,60,0.4138,5,0,0,1,2,1,1,2,0,3,3,34,14,2,1,1,1,2,0.5,1,1
Lang,9,20.812324757012,5.838673722089,3.92867276056902,1.33336557094568,2.45012991915246,0.675299817526327,3.03965105239609,0.692069426660721,1.67043994697832,2.31365004214951,2.86803681484989,2.1081,1.0541,1.0541,4,1,3,11,12,0.2019,0.0336,0.0433,0.2535,1.0541,9,4,7,1,1,112,110,2,0.9821,0.0179,170,153,17,3231,0.1697,0.9,0.8941,0.1824,28.8482,28.9818,21.5,30,0.1961,4,1,0,1,1,1,3,0,0,3,1,0,0,9,1,2,2,2,0.111111111111111,2,2
Lang,10,20.8159783138571,5.84060795806579,3.92868378186711,1.33336557094568,2.45055974936952,0.675514732634858,3.03965105239609,0.692047463097428,1.67043994697832,2.31407987236657,2.86846664506695,2.3111,1.1556,1.1556,1,1,0,11,11,0.2025,0.0281,0.0371,0.1897,1.1556,16,8,11,1,1,110,108,2,0.9818,0.0182,170,153,17,3195,0.1709,0.9,0.8941,0.2235,29.0455,29.037,29.5,37,0.2418,4,1,2,1,1,1,0,9,0,9,2,2,2,10,1,2,2,2,0.1,2,2
Lang,11,20.8646190917208,5.86350564680255,3.92770460302561,1.33311457403637,2.445042320504,0.68496498060408,3.04923916494114,0.691386302686551,1.67360388969609,2.32308509078157,2.86939934269406,1.3333,0.6667,0.6667,1,1,0,2,2,0.7778,0.5,0.5,0.6667,0.6667,1,2,2,0,1,7,6,1,0.8571,0.1429,12,12,0,32,0.381,1,1,0.1667,4.5714,5,2,2,0.1667,4,2,0,1,1,1,4,0,0,4,1,0,0,2,1,1,1,2,0.5,1,1
Lang,12,20.8452588223605,5.85761339091029,3.92769335403571,1.33311457403637,2.445042320504,0.68496498060408,3.04923916494114,0.691414761853218,1.67360388969609,2.32055983825631,2.86434883764356,2.25,1.125,1.125,3,3,0,3,4,0.5159,0.1779,0.1829,0.5385,1.125,3,2,1,0,1,6,3,3,0.5,0.5,12,11,1,26,0.3611,0.9167,0.9167,0.4167,4.3333,5,3.6667,5,0.4545,5,3,0,1,1,1,7,0,0,7,3,8,7,1,1,1,1,1,1,1,1
Lang,13,20.7596579514793,5.8347417400106,3.92516216066595,1.33298693858696,2.43227506523013,0.684830666555573,3.03791189806859,0.6918337441585,1.67111796669885,2.31520431911149,2.86769828227269,1.7143,0.8571,0.8571,1,1,0,3,3,0.551,0.1866,0.2428,0.5,0.8571,2,6,3,0,1,36,35,1,0.9722,0.0278,12,12,0,103,0.2384,1,1,0.5,2.8611,2.7714,6,6,0.5,8,3,0,1,2,1,19,0,0,19,4,30,12,2,1,1,1,2,0.5,1,1
Lang,14,20.9286275246865,5.88667639699117,3.91452966492817,1.32971357563525,2.43987638292902,0.689387613003754,3.05106499471889,0.695451978286135,1.67946490845983,2.33815833399801,2.90147962531616,1,0.5,0.5,1,1,0,1,1,1,0.75,0.75,1,0.5,0,1,1,0,1,284,283,1,0.9965,0.0035,175,170,5,573,0.0115,0.9714,0.9714,0.0057,2.0176,2.0212,1,1,0.0059,3,1,1,1,1,1,3,0,0,3,2,1,1,1,1,1,1,1,1,1,1
Lang,15,21.3392530663257,6.01990921201947,3.85338881254753,1.33810868975127,2.44226352179656,0.709616295688271,3.08185218923587,0.696972110561584,1.69931282295267,2.37719124331598,2.97685307632859,3.1724,1.5862,1.5862,5,1,4,9,11,0.2554,0.0526,0.0647,0.3146,1.5862,10,8,11,11,1,11,8,3,0.7273,0.2727,369,70,299,162,0.0399,0.1897,0.0732,0.168,14.7273,8,32.6667,19,0.2714,4,2,0,1,1,1,0,0,4,4,2,453,226,1,1,1,1,1,1,1,1
Lang,16,20.7913528382294,5.87304761434321,3.85539837704213,1.31359030158106,2.36698861910288,0.68567684801713,3.02954421423997,0.701867024441958,1.68201335280631,2.33601504146748,2.90919303622986,1.8,0.9,0.9,8,1,7,3,3,0.5338,0.121,0.1785,0.9,0.9,2,9,3,0,1,74,73,1,0.9865,0.0135,233,60,173,132,0.0077,0.2575,0.2575,0.0386,1.7838,1.6849,9,9,0.15,2,2,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1
Lang,17,21.1715542818653,6.02173444058692,3.83891020065988,1.33674099498682,2.40848660584836,0.692847154179433,3.07781304167426,0.697862494905386,1.71315144091985,2.39124213642283,2.98205653951151,1.6667,0.8333,0.8333,2,1,1,5,5,0.4478,0.2547,0.2547,0.5556,0.8333,4,5,5,0,1,37,36,1,0.973,0.027,260,53,207,269,0.028,0.2038,0.2038,0.0192,7.2703,7.3333,5,5,0.0943,6,2,0,1,1,1,2,8,1,11,6,11,9,5,1,1,1,2,0.2,2,2
Lang,18,21.2669482495997,6.02173444058692,3.8425900315051,1.33674099498682,2.40848660584836,0.690187579711348,3.07781304167426,0.697925083612132,1.71315144091985,2.39124213642283,2.98193963513928,2.0755,1.0377,1.0377,6,1,5,9,14,0.1677,0.0211,0.0251,0.1919,1.0377,9,3,8,1,1,47,46,1,0.9787,0.0213,138,77,61,1045,0.1611,0.558,0.5362,0.3841,22.234,21.5652,53,50,0.6494,3,2,0,1,1,1,2,2,1,5,2,1,1,14,2,3,2,2,0.071428571428571,2,2
Lang,19,21.3733879969615,6.10034480040669,3.82688246881141,1.34110046530374,2.42118261612324,0.717531307693374,3.0577728580874,0.706757612818578,1.7039252061617,2.38963027310884,2.96710203748159,2,1,1,1,1,0,3,5,0.477,0.2012,0.2232,0.3333,1,2,2,2,0,1,23,21,2,0.913,0.087,9,9,0,89,0.43,1,1,0.5556,3.8696,3.7619,5,5,0.5556,9,5,0,1,1,1,6,0,3,9,5,38,29,2,1,1,1,2,0.5,1,1
Lang,20,20.9169083064392,6.04715331104498,3.81901663263475,1.34110046530374,2.40022839304135,0.706893009821033,3.03649626234271,0.705257152350492,1.7039252061617,2.38963027310884,2.90340119931266,2,1,1,2.5,1.5,1,4,6,0.3732,0.1895,0.1651,0.4392,1,1,2,1,0,1,236,234,2,0.9915,0.0085,165,163,2,486,0.0125,0.9879,0.9879,0.0303,2.0593,2.0556,2.5,5,0.0307,4,2,1,1,2,1,0,0,2,2,2,84,27,1,1,1,1,1,1,1,1
Lang,21,20.6758353083754,5.99259312914318,3.81373925764196,1.31478186692712,2.38825571202346,0.700955024809264,3.06289151359154,0.681265590378642,1.69270949730943,2.37485603247793,2.88459350846819,1,0.5,0.5,1,1,0,1,1,1,0.75,0.75,1,0.5,0,1,1,0,1,108,107,1,0.9907,0.0093,61,57,4,431,0.0654,0.9344,0.918,0.0164,3.9907,4.0187,1,0,0,3,4,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1
Lang,22,20.3027440899509,5.93221704548347,3.80786848550124,1.29735641318679,2.25995916670359,0.699054693621529,2.98550017705836,0.672495425543752,1.67183430523196,2.34999599960262,2.72536620867387,3,1.5,1.5,2,2,0,2,3,0.5383,0.1346,0.1483,0.5,1.5,2,5,5,0,1,26,24,2,0.9231,0.0769,34,34,0,165,0.1867,1,0.9706,0.2353,6.3462,6.375,6,7,0.2059,5,3,3,1,1,1,6,0,1,7,2,1,0,2,1,1,1,2,0.5,1,1
Lang,24,20.3241079608234,5.92982251230796,3.80768944575917,1.29795306874076,2.26588148600932,0.699044214581517,2.98644748556731,0.672291484639061,1.67069959632035,2.34837312275829,2.72770111584219,2.1429,1.0714,1.0714,2,1,1,3,4,0.4663,0.0875,0.1215,0.3171,1.0714,1,2,2,0,1,49,48,1,0.9796,0.0204,211,49,162,89,0.0086,0.2322,0.2275,0.0569,1.8163,1.6042,12,11,0.2245,1,2,6,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1
Lang,26,20.2217874746794,5.87392855854333,3.82539027936463,1.31998697822284,2.18857856556457,0.694945174639174,2.96537051375865,0.678026119489679,1.65232242965089,2.32197048254628,2.71548132455727,1.9048,0.9524,0.9524,2,1,1,6,10,0.2464,0.0561,0.0681,0.2532,0.9524,9,20,9,0,1,46,45,1,0.9783,0.0217,96,71,25,892,0.202,0.7396,0.7396,0.2083,19.3913,19.3778,20,20,0.2817,1,2,1,1,1,1,0,0,1,1,1,0,0,8,1,2,2,2,0.125,2,2
Lang,27,20.0654133565256,5.84405479943003,3.80804152935456,1.3164202233901,2.18044807698624,0.688802122843948,2.94630219561277,0.679501278317968,1.65179916348824,2.3207409016938,2.71787402023359,2.1429,1.0714,1.0714,11,2,9,3,4,0.5035,0.0872,0.1317,0.8667,1.0714,2,2,2,0,1,49,48,1,0.9796,0.0204,232,63,169,103,0.0091,0.2716,0.2112,0.1078,2.102,1.625,25,11,0.1746,4,2,2,1,1,1,3,0,1,4,2,9,9,2,1,1,1,2,0.5,1,1
Lang,28,20.4230925765983,5.94312181484089,3.75752189454556,1.29953565938433,2.17179268702582,0.706601108898535,3.03520274814968,0.679496102391468,1.67029378044531,2.33872408817701,2.75280213495674,1.6667,0.8333,0.8333,1,1,0,3,5,0.4478,0.2201,0.2545,0.3333,0.8333,4,5,4,0,1,20,18,2,0.9,0.1,9,9,0,72,0.4,1,1,0.5556,3.6,3.4444,5,5,0.5556,3,1,0,1,1,1,6,0,0,6,2,1,1,2,1,1,1,2,0.5,1,1
Lang,29,20.4789487653284,5.95695010938553,3.75824083677784,1.29961423455457,2.17176649530241,0.706571175500346,3.03695899674655,0.680137282240346,1.67023110739285,2.33869976729098,2.75300231455713,1.5,0.75,0.75,3,1,2,2,2,0.7,0.3601,0.4,1,0.75,1,3,2,0,1,214,213,1,0.9953,0.0047,226,177,49,640,0.0132,0.7832,0.7788,0.0133,2.9907,2.9906,3,2,0.0113,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1
Lang,30,20.4831524137443,5.93127513590909,3.78572178238009,1.31716079655832,2.14589170247185,0.695075945096862,3.00693718979872,0.676818211902314,1.65374463588046,2.33540923791157,2.76379144130041,2.1,1.05,1.05,3,1.6667,1.3333,3,5,0.1059,0.0582,0.0555,0.1164,1.05,8,6,4,0,2,377,367,10,0.9735,0.0265,360,314,46,732,0.0054,0.8722,0.8722,0.0278,1.9416,1.9264,2.5,10,0.0318,11,7,0,1,6,1,38,0,5,43,20,305,102,1,1,1,1,1,1,1,1
Lang,31,20.4649530738853,5.94145073152773,3.76411064934846,1.31061384556693,2.1477963561346,0.689512575820413,3.00517223599438,0.67619629893145,1.65792805469117,2.34198365531581,2.74565674222338,1.6667,0.8333,0.8333,4,2,2,3,3,0.5625,0.26,0.2508,0.8333,0.8333,2,4,4,0,1,366,364,2,0.9945,0.0055,360,314,46,706,0.0054,0.8722,0.8722,0.0111,1.929,1.9203,3.5,4,0.0127,4,2,0,1,1,1,8,0,0,8,4,7,5,1,1,1,1,1,1,1,1
Lang,32,21.0182118829182,6.10278990746213,3.75831859431852,1.31957300594998,2.18609246017957,0.714201043763896,3.04359056993729,0.673934693497338,1.67698232839704,2.38947866624362,2.84200413629783,2.6087,1.3043,1.3043,3.5,0.75,2.75,7,7,0.1981,0.0578,0.0724,0.1909,1.3043,12,6,7,2,3,46,45,1,0.9783,0.0217,243,40,203,280,0.025,0.1646,0.1646,0.07,6.087,5.8444,17,17,0.425,7,4,0,1,3,1,14,5,3,22,4,427,74,1,1,1,1,1,1,1,1
Lang,33,21.0196516876367,6.10324735873925,3.75871262258022,1.31957300594998,2.18598600925345,0.714201043763896,3.04333627050267,0.674146252723957,1.67698232839704,2.38947866624362,2.84164338593707,1,0.5,0.5,1,1,0,1,1,1,0.75,0.75,1,0.5,0,1,1,0,1,84,83,1,0.9881,0.0119,238,36,202,230,0.0115,0.1513,0.1471,0.0042,2.7381,2.759,1,0,0,1,3,3,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1
Lang,34,21.0210355496763,6.10388606429599,3.75927928557788,1.31957300594998,2.1861989111057,0.714201043763896,3.04354917235491,0.6740896612023,1.67719523024928,2.38969156809587,2.84153693501095,3.5088,1.7544,1.7544,2,1.5,0.5,13,9,0.2293,0.0126,0.0138,0.2897,1.7544,41,16,42,6,1,153,126,27,0.8235,0.1765,239,174,65,4510,0.1233,0.728,0.6946,0.2845,29.4771,28.3968,34.5185,60,0.3448,3,3,0,1,2,1,0,0,2,2,2,15,3,9,1,2,2,2,0.111111111111111,2,2
Lang,35,20.9691724966229,6.08969352780751,3.75999427634019,1.3229486074119,2.18527934494449,0.712520853330935,3.03774828394073,0.673657517557587,1.67526545584783,2.38490934875034,2.8367040700694,1,0.5,0.5,1,0.5,0.5,2,2,0.4018,0.3155,0.3155,0.375,0.5,1,2,2,0,2,230,229,1,0.9957,0.0043,175,165,10,468,0.0116,0.9429,0.9429,0.0114,2.0348,2.0349,2,2,0.0121,4,0,1,1,2,1,0,0,2,2,2,278,62,1,1,1,1,1,1,1,1
Lang,36,21.1878749412583,6.13930865465696,3.77410042747006,1.33310657464698,2.20278688061993,0.721767097300126,3.05878888333546,0.671700887605399,1.6829787658097,2.40329516984208,2.85992790758348,2.125,1.0625,1.0625,6.5,1.5,5,3,5,0.4469,0.0774,0.0965,0.525,1.0625,1,3,3,0,1,51,49,2,0.9608,0.0392,219,57,162,120,0.0107,0.2603,0.2557,0.0913,2.3529,1.8163,15.5,19,0.3333,3,2,0,1,1,1,8,0,1,9,2,896,471,1,1,1,1,1,1,1,1
Lang,37,21.154099066038,6.13581500674407,3.77240810837211,1.33310657464698,2.20812960399508,0.720587423978892,3.05856202308137,0.671444752447077,1.68290314572501,2.40306830958799,2.8596254272447,1.3333,0.6667,0.6667,1,1,0,1,2,0.7778,0.4444,0.5556,0.6667,0.6667,1,2,1,0,1,210,209,1,0.9952,0.0048,174,174,0,426,0.0117,1,1,0.0057,2.0286,2.0335,1,1,0.0057,7,2,0,1,1,1,8,0,0,8,3,2,1,1,1,1,1,1,1,1,1
Lang,38,21.1369564129494,6.1340971613539,3.77154236666662,1.33310657464698,2.20677421900483,0.7200244744595,3.05745030280847,0.671382859150573,1.68290314572501,2.4025809801533,2.85889443309265,1.9259,0.963,0.963,2,1,1,6,12,0.1981,0.0427,0.0509,0.2281,0.963,13,26,13,0,1,44,43,1,0.9773,0.0227,124,72,52,872,0.1598,0.5806,0.5806,0.2097,19.8182,19.6744,26,26,0.3611,1,1,4,1,1,1,1,0,0,1,1,0,0,10,1,2,2,2,0.1,2,2
Lang,39,21.1353981900838,6.13514115679829,3.76758183767172,1.33269752380035,2.20407344473398,0.720538979391421,3.05747157202529,0.671465511263004,1.68305355655192,2.4025454587772,2.85878564887835,1.3333,0.6667,0.6667,1,1,0,2,2,0.7778,0.5,0.5,0.6667,0.6667,1,2,2,0,1,199,198,1,0.995,0.005,151,150,1,407,0.0135,0.9934,0.9868,0.0132,2.0452,2.0455,2,1,0.0067,1,2,5,1,1,1,3,0,0,3,1,0,0,2,1,1,1,2,0.5,1,1
Lang,40,19.8763452751113,5.82319054274829,3.71171218340042,1.28235139400849,2.09313226326113,0.650121769693488,3.02627993628097,0.667747940479797,1.66080076238537,2.33352987845757,2.86586446425766,1.3333,0.6667,0.6667,2,1,1,2,2,0.7778,0.5,0.5,1,0.6667,1,2,2,0,1,197,196,1,0.9949,0.0051,150,149,1,404,0.0137,0.9933,0.9933,0.0133,2.0508,2.051,2,2,0.0134,7,1,0,1,1,1,7,0,1,8,1,0,0,1,1,1,1,1,1,1,1
Lang,41,20.5873172018949,5.97578394844493,3.69972058176095,1.29633262293132,2.16572922528843,0.680602302674196,3.07717351364583,0.668774812405357,1.69088746171956,2.37328492367179,3.03376351467442,1.5,0.75,0.75,1,1,0,2,4,0.1986,0.1459,0.15,0.1843,0.75,4,6,5,0,2,79,77,2,0.9747,0.0253,36,35,1,205,0.0721,0.9722,0.9722,0.1389,2.5949,2.5974,2.5,5,0.1429,8,2,0,1,2,1,19,0,2,21,8,58,23,2,1,1,1,2,0.5,1,1
Lang,42,18.3741764494455,5.41312317866057,3.77206102831132,1.20481754324068,1.86285156677745,0.56843053833324,2.90820636206912,0.728164299639456,1.56092769369621,2.20418583887892,2.72069150895478,1.8333,0.9167,0.9167,2,1,1,7,11,0.2415,0.11,0.1193,0.2895,0.9167,10,11,10,0,1,42,41,1,0.9762,0.0238,95,67,28,448,0.1123,0.7053,0.7053,0.1158,10.6667,10.6585,11,11,0.1642,6,2,0,1,1,1,5,0,2,7,2,2,2,2,1,1,1,2,0.5,1,1
Lang,43,18.3727914078943,5.41243065788495,3.77212398468251,1.20481754324068,1.86215904600183,0.56843053833324,2.90751384129349,0.728166335422005,1.56092769369621,2.20418583887892,2.72069150895478,1.6667,0.8333,0.8333,1,1,0,4,4,0.4901,0.2513,0.2613,0.4167,0.8333,3,5,4,0,1,8,7,1,0.875,0.125,66,23,43,76,0.1439,0.3485,0.3333,0.0758,9.5,10.1429,5,4,0.1739,1,1,3,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1
Lang,44,18.3566962698677,5.41035309555808,3.77199317736328,1.20481754324068,1.86008148367496,0.56843053833324,2.90543627896662,0.728195557511268,1.56092769369621,2.2034933181033,2.71746770534412,1.3333,0.6667,0.6667,2,1,1,2,2,0.7778,0.5,0.5,1,0.6667,1,2,2,0,1,21,20,1,0.9524,0.0476,19,19,0,48,0.1203,1,1,0.1053,2.2857,2.3,2,2,0.1053,4,1,3,1,1,1,3,0,0,3,1,0,0,1,1,1,1,1,1,1,1
Lang,45,18.277397312681,5.4077463991421,3.77010687652572,1.21181220930349,1.88157337745119,0.571352635883718,2.90591947527598,0.729828235848725,1.56362371676241,2.20834042234538,2.73202258654749,1.5,0.75,0.75,3,1,2,2,2,0.7,0.3601,0.4,1,0.75,1,3,2,0,1,82,81,1,0.9878,0.0122,177,112,65,213,0.0147,0.6328,0.6215,0.0169,2.5976,2.5926,3,1,0.0089,3,1,1,1,1,1,3,0,0,3,1,0,0,1,1,1,1,1,1,1,1
Lang,46,17.6886099957337,5.27561059039308,3.72714014764539,1.148467866069,1.8315160697554,0.53929798666143,2.86884505766637,0.730396425485298,1.54195938686765,2.17228093835317,2.68179214644579,0.8571,0.4286,0.4286,0.8333,0.5,0.3333,3,3,0.1933,0.1648,0.1648,0.1885,0.4286,4,3,3,0,4,20,19,1,0.95,0.05,42,24,18,56,0.0667,0.5714,0.5714,0.0714,2.8,2.7895,3,3,0.125,5,1,0,1,6,1,3,0,7,10,9,152,82,1,1,1,1,1,1,1,1
